@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
107,5,0,2,7502,12,63,1,104,6,0,5,7913,114,4,5,38,4,1,1,6462,102,0,2,63,5,1,2,7253,128,1,4,40,0,1,13,6457,13,0,11,161,1,1,0,4239,55,4,4,76,2,8,0,5008,39,26,2,236,0,5,1,4027,62,3,6,412,0,2,1,4028,54,0,10,150,0,4,2,4681,91,3,5,True
35,1,2,8,6043,14,22,6,104,10,0,3,10401,164,11,2,421,6,0,3,9622,194,10,3,53,1,4,8,5092,7,1,12,90,4,3,5,7008,101,1,5,58,0,5,0,4800,110,2,6,121,5,4,1,6846,42,45,4,63,0,5,3,3761,8,0,4,103,3,6,0,5494,107,0,3,51,1,2,2,5331,101,4,2,True
90,4,2,4,7392,106,16,6,222,3,0,3,8138,148,7,7,57,4,1,3,7054,108,4,4,20,1,0,8,6487,16,34,5,412,1,0,4,5317,37,0,6,25,2,3,0,5795,131,6,5,32,0,3,0,4793,22,47,3,104,0,0,0,4340,92,0,3,68,1,5,0,4641,87,0,4,117,0,2,0,3416,12,0,14,True
67,1,4,5,6078,102,0,2,76,1,2,1,5208,11,41,5,266,1,4,2,6125,108,3,4,7,8,3,1,8337,114,5,5,111,0,5,5,4763,37,0,10,59,6,2,9,7732,40,21,6,10,0,1,7,5745,19,1,20,222,5,2,4,8357,135,11,4,14,4,0,3,8424,153,3,8,1,3,6,4,6184,54,7,4,False
112,0,5,0,4940,112,1,2,23,0,4,0,4881,25,47,4,107,2,6,0,6088,123,0,4,236,3,2,0,6404,137,0,6,37,0,3,3,4629,6,1,15,101,4,0,5,8102,159,0,3,412,1,3,3,4605,20,0,11,157,7,3,5,7997,18,37,6,150,6,0,3,8238,147,0,6,104,2,0,4,6620,121,0,3,False
68,3,2,0,5852,98,0,3,103,2,5,0,5248,89,2,4,429,0,6,3,4924,84,2,6,106,0,4,0,3690,7,19,4,99,2,5,1,4401,20,0,5,58,5,1,1,7691,135,7,3,5,7,1,6,7302,7,42,5,25,4,0,1,7244,138,1,4,236,2,3,5,6189,97,0,3,76,4,2,6,6523,49,0,8,False
111,3,2,10,7787,12,52,6,27,4,5,4,7407,123,2,2,89,5,1,11,7402,16,1,17,103,7,1,7,7857,94,0,6,15,8,2,8,9144,135,2,4,412,0,8,5,3694,14,1,5,114,5,6,2,5928,75,4,1,161,1,5,3,5835,125,1,8,222,3,5,4,6697,111,9,5,77,2,4,5,5765,7,35,2,True
25,1,2,7,5674,14,0,12,24,3,0,12,8325,9,52,4,81,1,3,5,6029,88,1,6,34,8,1,2,8990,131,5,7,114,10,3,4,11036,186,14,11,3,1,3,1,4975,86,0,2,53,1,3,3,4311,11,0,7,104,3,3,1,5864,107,0,5,23,2,7,1,5829,91,5,4,254,2,7,2,6030,7,46,3,True
429,4,3,3,8020,134,2,4,81,1,1,1,6905,138,0,3,105,6,1,0,9557,174,8,5,77,1,1,1,8563,16,108,6,25,1,2,5,5941,15,0,16,96,3,4,1,5851,101,1,1,111,1,2,2,4543,37,0,15,57,0,3,1,4035,54,2,3,121,0,4,2,5459,48,36,7,7,4,0,0,6058,99,2,7,True
34,8,0,9,8582,112,3,4,32,10,1,8,8718,23,42,7,14,5,2,4,7349,124,0,3,104,6,5,9,8243,98,3,4,40,2,2,17,6966,8,0,8,112,3,6,1,6213,111,0,6,80,4,7,5,6159,7,29,5,98,1,4,3,5904,105,0,1,429,2,5,0,5679,95,0,3,36,0,9,4,4486,20,0,8,True
412,0,3,4,4639,56,0,10,77,0,0,0,3741,50,0,1,127,1,3,2,6279,142,6,6,31,2,2,1,6567,48,57,5,222,1,5,2,5828,129,2,2,104,4,1,3,9519,202,9,3,75,1,1,1,7565,175,5,6,103,3,2,5,7843,153,1,4,40,2,0,9,6707,10,0,22,79,3,0,5,8253,22,67,5,False
201,0,8,26,14769,61,0,31,105,13,12,10,17328,202,0,28,121,4,21,11,15845,89,77,8,51,17,3,8,25265,414,40,13,50,11,14,15,17319,173,12,16,99,10,6,23,18660,181,2,9,86,19,6,8,20537,231,17,36,64,5,12,19,17459,89,79,17,104,22,7,13,25192,343,22,19,412,2,15,22,15906,94,0,56,False
17,21,17,19,23214,275,31,20,68,15,11,23,19629,196,1,8,103,11,14,25,21309,267,26,7,16,1,4,38,17276,64,1,34,5,14,14,24,21030,118,79,6,32,4,13,22,18141,88,84,5,41,8,15,11,21759,312,38,10,222,15,9,10,26133,396,57,20,111,10,15,30,17917,94,2,48,7,23,10,14,24739,306,16,17,True
412,3,14,31,16222,28,6,31,104,15,5,14,22662,372,21,11,55,16,13,12,18578,202,0,13,107,9,14,19,17035,76,70,12,150,8,5,13,16836,232,5,12,106,7,8,14,17074,79,93,0,39,9,11,10,16871,250,4,6,5,9,10,21,15162,79,0,26,112,13,11,16,21794,354,19,12,22,12,11,17,18710,204,9,20,False
67,19,11,11,21267,304,25,11,86,6,5,16,15817,207,17,11,4,14,15,16,18362,219,10,16,267,1,2,23,13212,21,1,29,48,14,12,19,17431,54,75,22,45,8,15,21,15845,150,8,10,81,10,5,18,19131,264,13,10,58,13,9,14,21565,343,23,10,37,2,15,24,15206,32,1,37,32,12,11,19,18716,73,96,22,False
104,8,8,2,16851,306,24,3,40,1,3,8,9566,10,0,42,39,2,8,5,12616,219,6,12,115,0,8,7,14649,301,28,17,154,5,10,5,13489,79,91,7,79,6,2,22,16504,70,83,3,61,11,5,18,18740,279,31,11,412,1,2,22,12458,87,0,34,15,14,3,12,19999,321,48,5,57,5,4,17,15884,260,0,8,False
77,6,8,12,15144,103,66,13,67,5,6,11,15270,238,23,10,85,7,6,19,17850,300,2,10,267,2,2,21,11639,21,1,48,91,12,10,10,15233,190,4,5,76,11,9,9,16787,75,90,10,14,6,9,15,15216,194,1,7,222,8,7,10,18003,271,32,5,81,5,5,18,17518,253,34,4,64,2,2,18,12232,68,2,55,False
133,8,9,8,15045,216,7,8,67,5,6,5,13992,176,31,9,16,0,8,8,9149,3,0,19,19,8,4,14,16407,71,96,9,25,11,4,13,17648,268,7,12,238,4,10,10,12467,203,0,11,64,8,4,12,14736,101,68,27,267,2,2,25,12272,22,2,29,50,7,12,12,11434,91,1,14,222,10,4,13,17222,309,0,6,True
45,13,9,18,18644,242,5,11,421,16,5,17,20237,126,83,12,92,7,10,9,16038,233,1,7,412,3,8,21,12503,24,0,23,429,15,15,12,18386,208,22,10,81,11,12,11,18207,236,22,12,238,19,10,7,22818,339,14,5,17,2,14,11,15576,212,6,9,86,11,10,5,18620,104,117,10,53,4,10,24,15063,71,6,23,False
25,11,10,8,16015,187,8,8,76,5,4,8,18667,115,141,15,1,0,10,9,12085,70,3,31,150,5,8,9,15715,214,13,9,51,9,5,5,17726,263,41,8,236,12,8,10,17779,250,34,4,99,2,5,11,10134,105,0,8,31,10,5,12,16496,275,5,12,45,2,6,19,11843,32,0,29,64,11,6,13,17744,156,88,54,True
17,3,13,10,12205,163,5,8,27,6,10,6,15860,315,8,17,79,10,2,15,15264,56,80,22,81,13,7,13,19274,278,23,4,111,2,8,24,12064,55,0,38,1,11,10,7,14241,177,11,8,25,10,3,13,16175,255,6,5,120,10,7,14,17294,82,110,3,89,2,8,16,11031,57,0,62,51,7,6,8,15796,278,8,0,True
105,14,13,9,14357,124,1,12,81,7,4,6,12466,155,5,6,25,5,13,14,12062,31,0,36,9,8,11,13,15669,70,80,0,11,7,13,7,14195,205,8,5,89,2,9,23,11798,35,0,18,268,11,14,11,14487,157,7,9,33,4,7,16,13828,16,87,10,17,26,5,11,21729,251,5,4,42,11,6,7,16978,274,18,7,False
115,5,7,16,15458,185,7,15,33,12,5,15,16123,62,63,6,37,5,5,22,14937,25,1,27,18,22,6,10,22905,268,51,14,14,5,10,17,15557,210,4,3,106,8,9,8,14839,230,4,7,127,9,10,11,17017,267,24,13,53,7,9,15,14063,93,1,38,111,3,6,18,14373,89,61,12,222,6,15,7,13692,190,14,5,True
39,13,5,21,17383,170,8,10,15,11,7,13,18886,246,20,15,238,8,11,7,18759,310,26,10,14,10,4,15,17789,108,80,15,99,5,10,13,11177,43,3,29,53,2,13,19,10720,67,3,41,150,11,11,8,15205,198,12,15,19,3,4,26,13386,47,39,9,101,8,10,19,16561,239,3,7,51,13,9,8,18162,280,23,9,True
106,6,11,21,13578,74,0,31,131,14,7,8,16547,169,30,13,23,10,8,4,18736,265,61,4,113,1,14,5,9637,103,7,5,15,16,12,12,18819,232,23,12,9,8,13,11,14292,111,40,0,2,15,7,10,15188,179,3,7,51,12,12,17,16621,200,11,4,89,7,5,22,12226,69,0,16,74,8,10,15,14010,141,8,0,True
72,7,8,17,15213,74,68,18,69,7,5,9,16593,297,24,12,59,5,10,15,13066,102,14,10,104,17,8,9,19924,281,14,9,127,10,11,16,15031,83,1,29,77,11,9,13,17173,108,83,9,12,2,7,23,11330,60,3,34,58,7,7,13,14753,212,13,11,22,12,11,17,18163,208,19,5,112,9,12,10,14098,206,8,6,True
67,11,7,4,14998,209,22,5,76,8,4,9,16009,126,100,7,131,4,5,13,12587,151,36,8,201,0,6,17,9896,70,1,26,102,2,7,8,12978,244,18,14,119,11,9,10,18840,232,41,13,40,0,4,22,10976,9,1,33,121,7,5,9,13183,45,66,4,55,10,5,12,16955,248,14,6,36,1,3,18,14357,240,0,10,False
104,16,11,11,19758,300,22,5,105,6,11,5,12790,203,0,7,19,9,10,11,14477,51,64,8,89,6,9,16,12591,61,1,23,54,5,4,9,15217,298,5,6,7,8,12,13,14565,173,0,6,86,10,3,11,16378,258,10,10,99,10,11,12,14555,107,3,13,15,2,11,11,12783,176,6,9,75,15,5,13,19284,62,123,1,False
157,18,2,8,17664,222,16,8,6,3,10,7,11915,87,64,10,236,5,5,6,12009,187,13,8,122,10,5,7,11987,105,16,10,1,2,8,17,11085,24,0,6,16,1,6,18,9213,14,2,20,36,2,5,13,8896,97,0,10,35,15,9,3,13748,90,52,8,104,5,10,15,12851,207,1,10,99,7,8,9,9928,111,2,7,True
25,2,2,14,10284,25,1,22,126,12,4,9,14825,202,23,7,32,4,2,13,12048,53,64,8,104,5,1,11,12074,188,3,6,238,4,3,3,11701,213,9,7,16,0,8,5,6515,26,0,26,54,0,3,2,5748,27,7,2,236,3,6,4,11049,207,15,12,157,5,5,1,11211,208,16,7,39,4,5,4,10909,196,12,10,True
117,0,3,9,6433,17,0,19,7,13,7,2,9564,64,0,4,254,1,13,8,7439,22,44,8,42,4,4,4,9367,186,0,3,122,4,6,8,7561,87,1,0,81,5,1,12,10278,112,14,5,86,10,3,8,12406,197,0,7,127,9,9,7,10551,102,4,3,412,3,3,15,9266,43,0,12,107,6,6,9,11546,40,76,3,False
103,10,3,10,13208,172,2,4,120,8,3,11,15253,74,110,7,78,4,6,8,10651,68,1,11,57,3,6,12,10558,129,3,9,104,10,3,15,15488,202,8,6,14,2,4,6,10317,77,57,8,55,5,9,6,9714,125,0,5,81,5,8,5,11659,230,6,5,50,6,6,5,10838,165,4,7,89,3,8,9,8172,32,0,19,True
8,4,5,5,10052,177,2,10,32,6,2,9,10034,51,48,3,67,12,3,6,13282,213,12,4,412,3,2,19,9075,27,1,18,92,4,3,6,9181,113,24,11,42,5,4,3,10143,183,3,6,236,2,7,1,9022,175,15,3,20,1,3,6,8885,35,68,11,53,2,9,4,6127,31,0,14,134,5,6,1,8483,131,0,7,True
23,3,6,4,10839,189,19,11,80,9,8,2,10877,55,50,15,104,4,3,4,11955,271,7,7,89,2,6,11,8139,44,1,18,127,6,7,2,10605,179,3,15,76,8,6,10,12618,47,66,8,103,8,3,10,14403,220,10,8,236,6,5,5,15795,243,54,5,53,4,4,13,9774,21,0,32,19,4,7,10,11897,193,2,4,False
68,3,10,8,8502,128,5,3,64,6,7,15,9730,45,42,13,50,11,10,12,10199,81,10,4,6,13,8,13,11413,132,0,1,16,2,7,24,9108,36,0,29,266,9,4,0,13948,213,43,18,19,4,6,11,11380,22,73,6,111,0,11,16,9032,38,0,19,429,16,8,9,15804,177,15,3,238,12,6,8,13834,204,7,12,False
51,0,6,11,11663,103,21,9,37,12,8,23,17660,77,0,34,99,22,13,14,19817,206,5,14,48,5,14,22,17671,155,54,14,14,6,8,17,18125,311,5,11,238,17,11,13,22361,316,22,4,25,0,14,24,14574,50,4,34,113,12,8,21,19788,93,85,28,15,8,8,23,22116,314,32,20,59,12,4,15,19304,245,32,11,False
131,13,7,5,21035,365,3,9,23,14,18,18,21031,143,88,11,126,13,6,13,16551,186,4,9,222,11,13,9,18470,287,1,5,37,8,16,18,16643,42,6,21,236,11,4,6,19519,331,21,7,30,19,22,14,18807,204,4,6,106,3,7,15,14357,139,0,14,17,8,15,12,17036,237,0,3,5,19,11,12,20379,50,105,16,True
31,16,5,10,18298,209,17,6,222,6,8,18,17766,201,37,12,39,7,10,11,15283,184,13,11,32,15,11,8,20214,112,98,13,9,1,12,18,12870,43,25,19,113,6,8,20,16571,112,82,27,50,18,11,6,17894,238,0,6,75,0,10,15,13989,232,4,8,17,8,9,21,14556,62,0,16,15,14,7,16,22501,396,11,6,False
12,1,9,17,10680,33,0,43,27,2,11,14,11401,110,0,5,105,12,13,9,13189,96,8,13,222,2,7,13,13323,214,0,0,120,17,3,9,22681,196,120,26,55,21,7,8,20793,309,0,16,122,8,6,15,14753,189,1,2,18,8,6,11,15913,255,7,7,1,6,8,13,11722,30,0,17,77,0,7,17,13688,66,78,11,False
161,9,9,8,13373,203,11,12,120,10,7,8,16961,60,145,9,54,5,5,10,12562,192,5,13,89,1,5,14,9367,61,0,44,104,4,8,9,13757,270,8,9,67,15,4,8,16376,229,19,6,112,6,8,6,14012,247,24,9,412,3,8,23,11398,54,1,24,105,8,7,9,14300,211,16,6,32,2,2,20,12886,65,76,5,False
89,2,9,27,12922,72,3,17,69,11,10,9,17477,270,17,6,114,17,12,11,19243,214,35,12,32,9,6,16,15696,88,61,10,51,8,9,12,17154,252,34,9,1,1,12,16,12045,66,2,12,75,8,11,12,17315,272,0,7,236,3,9,13,14507,199,15,6,105,17,7,10,19098,121,73,5,31,17,8,6,17625,201,19,11,True
113,15,6,24,19369,143,56,8,83,9,8,27,14229,108,2,4,222,10,8,16,16114,231,13,6,99,19,6,20,16750,170,4,8,53,2,12,26,11471,34,0,11,17,9,11,9,14979,212,10,7,51,6,9,18,15248,188,11,4,14,7,12,7,11879,129,10,7,98,11,12,14,15171,55,47,6,90,7,11,14,14476,118,9,18,True
222,10,4,8,15994,264,16,9,120,10,3,16,15527,241,5,26,19,7,4,15,14672,34,109,8,45,8,5,11,12829,188,1,4,111,3,3,16,9693,60,1,15,117,3,5,5,11731,231,0,5,432,3,1,11,9486,11,0,30,59,3,11,3,11514,87,71,14,105,6,15,2,11159,144,2,1,110,4,7,5,14185,298,15,11,True
17,9,11,6,16917,318,7,7,1,10,11,19,14242,127,0,10,89,3,4,27,13005,52,0,40,32,9,7,14,13680,51,48,4,15,7,5,14,16277,214,26,7,90,10,8,9,15197,251,11,5,56,9,8,5,14395,92,69,13,51,7,8,12,14792,216,25,7,117,8,6,14,12770,128,3,10,44,3,9,17,9820,41,0,30,True
421,6,9,17,15907,121,92,5,111,8,8,11,14485,228,11,13,67,5,11,15,13193,183,17,2,8,12,8,12,14230,151,31,9,412,3,7,21,11778,44,1,31,84,15,10,13,15365,149,13,13,80,12,9,15,15315,34,82,5,119,11,9,16,18542,245,27,4,75,2,6,18,14388,233,10,6,267,3,0,34,13987,30,0,50,False
25,5,3,13,10291,148,4,8,32,3,7,11,10612,74,60,14,18,8,8,4,11613,186,2,2,24,5,7,9,9945,123,4,10,161,6,12,11,9787,43,1,2,90,15,2,5,15376,191,18,9,236,11,5,9,13726,164,4,3,114,7,6,8,12559,173,8,11,53,2,7,20,10581,23,0,23,62,2,8,9,10353,51,51,3,False
236,4,7,1,11647,234,12,9,106,3,11,5,9070,29,51,6,157,5,8,2,11572,221,5,7,201,1,6,5,7006,37,0,24,27,5,3,5,11922,240,1,10,412,3,1,21,10284,34,0,22,32,5,4,13,11785,51,57,11,4,7,4,14,14278,201,7,8,42,19,3,6,16455,238,15,5,150,1,6,6,11527,188,22,10,False
27,2,4,8,12918,264,5,6,222,17,6,10,16615,212,17,6,106,6,5,18,14045,33,96,11,1,9,5,12,12716,179,1,6,201,1,3,24,9914,46,4,33,8,9,7,9,11787,168,7,15,92,6,5,5,10832,204,2,9,67,4,8,8,10986,207,7,6,53,1,8,15,7709,32,0,22,154,3,7,13,10286,47,73,2,True
98,5,1,13,11284,158,3,4,69,11,0,7,13703,194,18,7,51,2,1,13,12188,206,24,5,20,3,5,9,7573,25,4,15,5,7,5,9,12032,55,66,10,21,5,6,5,9939,179,4,4,19,1,8,0,9115,198,4,2,99,2,4,5,8389,158,0,8,77,2,5,5,10833,52,103,9,201,2,5,7,6735,33,0,23,True
23,10,3,7,14160,200,25,9,5,12,4,8,13575,38,76,9,238,12,7,7,12800,138,7,11,222,6,3,12,14569,262,19,10,89,2,2,22,11799,72,1,12,114,6,8,2,11449,191,16,6,131,6,11,4,9964,148,3,5,81,4,4,1,11147,237,4,0,44,1,9,4,6278,54,0,22,35,2,10,5,8640,47,60,9,True
67,5,7,8,10272,163,2,0,131,7,13,9,9685,99,0,8,19,10,13,9,11248,45,35,6,412,1,11,9,6142,16,0,14,122,7,11,7,9426,125,3,8,101,12,7,21,13031,123,9,4,51,16,4,10,15419,207,20,4,54,9,5,16,12251,120,3,4,32,15,7,20,15121,46,70,7,53,3,8,34,12479,12,0,25,False
81,4,11,7,8988,135,4,5,31,7,11,2,9491,122,7,5,40,1,6,15,7760,8,0,11,20,5,10,8,9582,30,54,8,90,5,8,7,9395,155,1,8,412,5,4,26,10498,22,0,23,62,18,5,7,16044,199,25,5,104,12,5,13,14051,180,14,8,99,8,2,17,11531,122,5,8,53,3,6,19,10053,47,29,4,False
37,1,3,23,10066,9,0,20,222,8,6,12,12757,165,24,4,11,12,6,8,13956,72,83,17,106,4,1,6,10957,192,12,6,103,7,3,14,11614,147,3,11,51,5,4,6,11864,217,2,3,77,1,6,10,10305,65,64,4,75,1,3,4,9855,179,11,8,105,10,7,6,11297,116,9,4,16,2,13,10,8631,16,0,18,True
120,12,1,9,13257,207,7,13,51,4,3,4,9924,164,5,8,72,5,5,12,10507,43,49,1,37,7,5,20,10952,78,7,0,1,4,5,9,9522,105,14,5,7,4,7,8,8087,73,0,4,18,7,5,6,11394,183,11,4,75,4,6,5,9204,138,8,5,64,4,8,7,8957,36,46,14,53,0,6,13,7440,45,1,23,True
32,0,7,16,8971,18,52,18,75,3,7,4,10217,212,2,12,61,12,7,10,13638,196,13,4,43,5,9,20,11866,59,1,23,104,12,5,5,12947,179,11,10,35,13,5,7,14662,85,45,12,222,6,6,9,13199,194,12,6,127,4,9,12,11149,142,9,9,89,3,5,21,11445,39,1,26,126,9,7,9,13761,190,27,7,False
63,5,2,5,8333,121,6,2,53,3,4,10,6346,25,0,19,39,7,4,6,9836,157,0,8,81,8,1,4,9964,154,5,3,154,1,0,12,8768,29,63,5,238,0,6,4,7201,143,0,4,131,4,7,1,8398,159,0,8,412,0,3,3,4864,29,0,18,2,4,6,2,7780,23,53,2,67,3,2,1,8774,176,8,5,True
92,5,3,4,10310,148,21,9,31,4,6,9,10759,68,51,3,25,3,7,10,8486,13,3,17,222,6,9,10,11089,139,11,1,268,3,9,5,7646,79,2,11,77,13,3,6,12657,43,68,7,1,10,7,12,10878,148,2,7,22,0,0,0,3981,0,0,0,48,6,2,12,10867,161,14,6,412,5,9,9,9409,135,1,4,True
105,2,0,2,8086,157,1,1,38,7,12,3,9002,124,7,1,33,2,6,5,7842,40,50,6,51,0,5,5,8417,186,6,8,89,0,6,5,6176,38,0,20,201,1,3,17,8417,28,0,21,236,11,2,5,13490,206,17,2,23,2,1,3,11564,233,21,15,31,12,2,8,13421,169,16,6,120,3,3,11,12891,51,100,6,False
54,2,4,7,7241,34,0,22,106,3,3,6,9251,24,67,12,51,2,4,3,9464,169,4,1,50,13,1,7,11655,126,1,2,126,12,2,0,12739,211,16,10,120,1,6,6,7074,32,46,6,75,2,8,0,5826,64,3,1,67,8,7,3,9370,115,4,2,412,3,4,7,6785,24,1,11,10,0,7,4,5788,76,8,6,True
13,0,6,2,6433,126,1,4,120,5,4,0,8667,38,67,3,222,2,5,2,6980,126,1,12,12,0,8,2,4540,34,1,7,157,1,9,3,6810,115,5,4,89,4,0,13,8952,51,0,13,77,6,4,4,9045,35,50,5,25,6,3,6,9285,117,3,3,98,6,1,3,8778,130,2,7,81,10,0,6,12233,194,17,5,False
55,6,10,3,7956,95,0,9,14,3,6,2,7488,121,4,1,80,5,5,11,8711,28,41,5,222,1,9,11,8416,133,12,5,25,2,5,10,7385,49,0,9,37,4,4,16,9071,1,1,18,103,7,3,7,9486,116,10,9,33,6,3,16,11029,38,52,3,67,12,3,9,13258,206,4,4,58,5,4,11,11399,202,5,3,False
11,12,3,8,14364,86,101,9,81,8,3,10,10210,127,1,4,37,2,4,18,8050,2,0,13,23,12,4,2,10924,120,3,4,104,8,5,11,10368,131,1,9,99,2,7,4,6681,100,2,3,236,4,8,5,8650,156,0,2,41,8,11,4,9303,87,3,5,20,1,8,6,7175,27,43,9,89,3,8,3,6029,43,0,15,True
40,0,2,17,7507,6,0,21,67,9,2,8,9682,110,3,6,92,10,3,3,10472,165,0,9,4,8,3,6,11119,166,0,7,35,7,1,10,10224,29,50,6,77,0,2,1,5045,0,34,2,412,1,11,2,4460,6,0,14,236,2,7,3,7414,116,0,2,157,6,3,1,10942,213,12,4,122,2,12,0,5798,66,1,3,True
238,4,7,3,8864,161,0,4,5,5,7,2,9446,29,73,4,236,6,6,5,10264,165,9,4,8,2,3,2,9036,201,0,10,40,2,5,12,8266,17,0,30,254,7,3,8,9462,9,64,8,58,4,1,8,9965,182,0,10,25,2,3,17,8535,18,1,27,85,6,5,10,10049,153,0,6,104,9,7,5,11609,203,0,6,False
67,3,3,1,7814,159,3,7,103,1,1,2,5602,92,0,3,62,6,6,1,8696,155,3,5,11,2,6,2,7248,49,52,8,412,1,2,4,5055,25,0,18,22,4,4,8,10151,149,4,3,432,0,3,12,7176,16,1,13,64,2,1,5,8077,28,45,19,14,1,3,4,8990,188,2,5,238,11,2,2,11590,175,7,7,False
18,8,13,14,15638,172,22,10,267,2,12,25,12961,18,0,20,31,14,4,13,19727,140,108,7,7,21,6,7,19109,202,13,21,86,3,14,13,12149,120,9,7,113,9,3,22,18120,76,97,9,111,11,8,16,16457,218,0,15,104,16,11,10,18894,233,29,6,127,8,15,19,16068,174,1,6,54,5,11,10,11051,79,2,10,False
53,2,9,19,11594,23,1,28,120,15,9,12,18111,199,6,13,9,5,9,16,14706,153,2,9,236,13,10,8,20772,364,3,16,121,5,12,13,17325,111,114,9,89,4,12,24,11819,31,0,11,55,19,9,8,19055,208,19,14,113,4,6,23,15609,75,79,7,126,12,8,17,20015,320,20,8,104,8,7,15,16584,234,11,3,False
22,14,8,16,19847,177,61,13,55,14,6,15,17458,254,7,3,25,1,10,15,11222,35,1,36,111,5,4,19,15767,98,80,3,154,7,1,13,14522,215,5,12,106,2,7,7,10757,165,2,9,107,6,13,5,12011,44,72,6,7,6,8,12,14227,217,7,12,15,11,9,7,16199,249,10,8,99,4,5,12,12720,70,0,31,True
104,13,9,15,18641,240,37,9,238,11,8,6,16289,246,17,9,1,13,10,16,14632,68,2,39,57,9,6,15,15542,56,78,7,127,8,9,14,16763,250,4,15,25,5,10,20,12857,45,2,35,120,7,12,13,14426,57,79,11,42,3,12,12,14144,244,11,8,115,17,5,4,18215,277,19,7,114,10,15,8,16225,237,15,11,True
113,4,7,18,14525,87,96,5,67,10,8,5,15891,267,23,8,16,1,7,19,9891,18,0,37,115,7,7,11,14460,246,7,5,59,3,15,16,10712,119,6,14,14,4,4,19,14171,138,0,20,222,23,6,13,23445,317,53,4,98,2,4,19,11716,107,8,2,51,12,5,13,15007,159,26,17,33,3,7,19,12593,54,49,10,False
11,6,9,11,14955,99,74,5,75,7,5,15,16267,233,12,3,67,19,5,13,18974,187,48,11,412,3,7,20,11404,29,0,19,99,16,5,11,16296,196,2,6,39,11,10,4,14972,228,0,4,61,5,11,4,11177,163,1,11,9,3,12,7,11363,28,77,7,222,8,12,10,15658,248,11,10,53,4,7,14,11454,42,2,46,True
